variety;year;price
Tinta Barroca             ;2010;20.0
Tinta Barroca             ;2012;53.0
Tinta Barroca             ;2013;20.0
Tinta Barroca             ;2015;13.0
Tinta Cao                 ;2012;14.0
Tinta de Toro             ;1999;7.0
Tinta de Toro             ;2003;23.0
Tinta de Toro             ;2004;46.9
Tinta de Toro             ;2005;24.2727272727
Tinta de Toro             ;2006;32.0
Tinta de Toro             ;2007;63.1
Tinta de Toro             ;2008;69.7333333333
Tinta de Toro             ;2009;56.6
Tinta de Toro             ;2010;34.5
Tinta de Toro             ;2011;54.55
Tinta de Toro             ;2012;40.2631578947
Tinta de Toro             ;2013;37.4285714286
Tinta de Toro             ;2014;29.6
Tinta de Toro             ;2015;18.0
Tinta del Pais            ;2010;45.0
Tinta del Pais            ;2014;50.0
Tinta del Toro            ;2010;35.0
Tinta del Toro            ;2013;24.0
Tinta del Toro            ;2015;11.0
Tinta Fina                ;2005;36.0
Tinta Fina                ;2006;27.0
Tinta Fina                ;2008;27.0
Tinta Fina                ;2009;40.0
Tinta Fina                ;2010;29.3333333333
Tinta Fina                ;2011;33.0
Tinta Fina                ;2012;25.0
Tinta Francisca           ;2011;60.0
Tinta Francisca           ;2012;30.0
Tinta Francisca           ;2013;60.0
Tinta Madeira             ;2013;45.0
Tinta Miúda              ;2013;28.0
Tinta Miúda              ;2015;14.0
Tinta Negra Mole          ;1995;112.0
Tinta Roriz               ;2004;19.0
Tinta Roriz               ;2006;17.0
Tinta Roriz               ;2008;10.0
Tinta Roriz               ;2009;38.5
Tinta Roriz               ;2010;32.0
Tinta Roriz               ;2012;24.5
Tinta Roriz               ;2013;75.0
Tinta Roriz               ;2015;15.0
Tintilia                  ;2006;25.0
Tinto del Pais            ;1999;18.0
Tinto del Pais            ;2000;13.0
Tinto del Pais            ;2002;29.0
Tinto del Pais            ;2003;25.0
Tinto del Pais            ;2006;88.0
Tinto del Pais            ;2008;52.0
Tinto del Pais            ;2009;14.0
Tinto del Pais            ;2010;22.0
Tinto del Pais            ;2011;16.6666666667
Tinto del Pais            ;2012;15.0
Tinto Fino                ;2005;30.6
Tinto Fino                ;2006;71.2
Tinto Fino                ;2007;72.6666666667
Tinto Fino                ;2008;92.0
Tinto Fino                ;2009;80.9333333333
Tinto Fino                ;2010;97.8421052632
Tinto Fino                ;2011;58.4666666667
Tinto Fino                ;2012;38.8181818182
Tinto Fino                ;2013;42.0
Tinto Fino                ;2014;24.4
Tinto Fino                ;2015;23.25
Tinto Velasco             ;2015;9.0
Tocai                     ;1999;
Tocai                     ;2001;20.75
Tocai                     ;2002;20.6666666667
Tocai                     ;2010;33.0
Tocai                     ;2016;14.0
Tocai Friulano            ;2004;30.5
Tocai Friulano            ;2005;75.0
Tocai Friulano            ;2006;26.3333333333
Tocai Friulano            ;2008;16.0
Tocai Friulano            ;2010;15.0
Tocai Friulano            ;2011;20.0
Tocai Friulano            ;2012;20.5
Tocai Friulano            ;2013;21.0
Tocai Friulano            ;2014;21.0
Tocai Friulano            ;2015;20.0
Tocai Friulano            ;2016;21.6666666667
Tokaji                    ;1996;65.5
Tokaji                    ;1999;110.6666666667
Tokaji                    ;2000;62.6666666667
Tokaji                    ;2002;20.0
Tokaji                    ;2003;39.0
Tokaji                    ;2006;40.0
Tokaji                    ;2007;88.2
Tokaji                    ;2008;34.5
Tokaji                    ;2009;25.0
Tokaji                    ;2010;21.0
Tokaji                    ;2011;14.0
Tokay                     ;-1;47.0
Tokay Pinot Gris          ;1996;30.0
Torbato                   ;2014;20.0
Torontel                  ;2009;40.0
Torrontés                ;-1;18.0
Torrontés                ;2006;12.4285714286
Torrontés                ;2007;12.0434782609
Torrontés                ;2008;11.7272727273
Torrontés                ;2009;12.5625
Torrontés                ;2010;13.2068965517
Torrontés                ;2011;13.2647058824
Torrontés                ;2012;13.5909090909
Torrontés                ;2013;13.7333333333
Torrontés                ;2014;17.3846153846
Torrontés                ;2015;15.0769230769
Torrontés                ;2016;14.0
Torrontés                ;2017;10.0
Touriga                   ;2010;45.0
Touriga                   ;2013;46.0
Touriga Franca            ;2004;14.5
Touriga Franca            ;2009;45.0
Touriga Franca            ;2012;15.0
Touriga Franca            ;2013;40.0
Touriga Franca            ;2014;20.0
Touriga Nacional          ;-1;29.3333333333
Touriga Nacional          ;1997;34.0
Touriga Nacional          ;1999;13.0
Touriga Nacional          ;2003;14.0
Touriga Nacional          ;2004;20.6666666667
Touriga Nacional          ;2005;27.0
Touriga Nacional          ;2006;39.3333333333
Touriga Nacional          ;2007;18.0
Touriga Nacional          ;2008;35.0833333333
Touriga Nacional          ;2009;23.0
Touriga Nacional          ;2010;24.5
Touriga Nacional          ;2011;30.4090909091
Touriga Nacional          ;2012;30.0
Touriga Nacional          ;2013;30.1538461538
Touriga Nacional          ;2014;35.0952380952
Touriga Nacional          ;2015;24.4666666667
Touriga Nacional Blend    ;2005;
Touriga Nacional Blend    ;2006;25.5
Touriga Nacional Blend    ;2007;144.0
Touriga Nacional Blend    ;2008;12.5
Touriga Nacional Blend    ;2009;21.5
Touriga Nacional Blend    ;2010;20.6666666667
Touriga Nacional Blend    ;2011;15.0
Touriga Nacional Blend    ;2012;13.0
Touriga Nacional Blend    ;2013;15.0
Touriga Nacional Blend    ;2014;30.0
Touriga Nacional-Cabernet ;2003;12.0
Touriga Nacional-Cabernet ;2005;14.0
Touriga Nacional-Cabernet ;2008;13.0
Touriga Nacional-Cabernet ;2009;15.0
Touriga Nacional-Cabernet ;2010;12.3333333333
Touriga Nacional-Cabernet ;2011;17.6666666667
Touriga Nacional-Cabernet ;2012;11.0
Touriga Nacional-Cabernet ;2013;8.3333333333
Touriga Nacional-Cabernet ;2014;17.4
Touriga Nacional-Cabernet ;2015;12.0
Trajadura                 ;2001;7.0
Traminer                  ;2000;28.0
Traminer                  ;2001;18.0
Traminer                  ;2006;34.5
Traminer                  ;2007;15.4
Traminer                  ;2008;21.1666666667
Traminer                  ;2009;10.0
Traminer                  ;2010;100.0
Traminer                  ;2011;28.0
Traminer                  ;2012;30.3333333333
Traminer                  ;2013;24.5
Traminer                  ;2014;11.0
Traminer                  ;2015;10.0
Traminer                  ;2016;12.0
Traminette                ;-1;15.0
Traminette                ;2010;16.0
Traminette                ;2011;14.0
Traminette                ;2013;15.4
Traminette                ;2014;15.0
Trebbiano                 ;-1;50.0
Trebbiano                 ;2003;
Trebbiano                 ;2004;50.0
Trebbiano                 ;2006;22.7142857143
Trebbiano                 ;2007;29.8
Trebbiano                 ;2008;37.5
Trebbiano                 ;2009;15.0
Trebbiano                 ;2010;30.0
Trebbiano                 ;2011;16.3333333333
Trebbiano                 ;2012;23.0
Trebbiano                 ;2013;25.0
Trebbiano                 ;2014;16.875
Trebbiano di Lugana       ;2007;35.0
Trebbiano di Lugana       ;2009;35.0
Trebbiano di Lugana       ;2010;18.0
Trebbiano Spoletino       ;2011;30.0
Trebbiano Spoletino       ;2012;21.0
Trebbiano Spoletino       ;2013;20.0
Trebbiano Spoletino       ;2015;20.0
Treixadura                ;2013;15.0
Treixadura                ;2014;18.0
Trepat                    ;-1;13.6666666667
Trepat                    ;2008;25.0
Trepat                    ;2010;23.0
Trepat                    ;2012;22.0
Trepat                    ;2013;28.0
Trincadeira               ;2004;14.0
Trincadeira               ;2005;19.0
Trincadeira               ;2006;16.5
Trincadeira               ;2007;20.0
Trincadeira               ;2008;45.0
Trincadeira               ;2009;17.5
Trincadeira               ;2010;
Trincadeira               ;2011;20.0
Trincadeira               ;2012;20.0
Trincadeira               ;2013;25.25
Trincadeira               ;2015;12.6666666667
Trincadeira               ;2016;16.0
Trollinger                ;2013;22.0
Trollinger                ;2014;21.0
Trousseau                 ;2011;31.75
Trousseau                 ;2014;49.5
Trousseau Gris            ;2005;19.0
Trousseau Gris            ;2014;26.0
Tsapournakos              ;2014;27.0
Tsolikouri                ;2015;14.0
Turbiana                  ;2007;46.0
Turbiana                  ;2009;26.0
Turbiana                  ;2010;33.2
Turbiana                  ;2011;28.5714285714
Turbiana                  ;2012;23.275862069
Turbiana                  ;2013;24.1333333333
Turbiana                  ;2014;23.1666666667
Turbiana                  ;2015;21.24
Turbiana                  ;2016;21.6818181818
Tămâioasă Românească ;2015;10.0
Tămâioasă Românească ;2016;12.0
Ugni Blanc                ;2014;27.0
Ugni Blanc                ;2015;27.0
Ugni Blanc                ;2016;27.0
Ugni Blanc-Colombard      ;2007;9.0
Ugni Blanc-Colombard      ;2008;11.0
Ugni Blanc-Colombard      ;2011;12.0
Ugni Blanc-Colombard      ;2012;12.0
Ugni Blanc-Colombard      ;2014;12.0
Ugni Blanc-Colombard      ;2015;10.5
Ugni Blanc-Colombard      ;2016;10.5
Uva di Troia              ;2004;44.0
Uva di Troia              ;2005;27.0
Uva di Troia              ;2006;18.0
Uva di Troia              ;2007;30.0
Uva di Troia              ;2008;18.0
Uva di Troia              ;2009;22.0
Uva di Troia              ;2012;22.4
Uva di Troia              ;2013;20.0
Uvalino                   ;2011;29.0
Valdiguié                ;2011;10.0
Valdiguié                ;2012;24.0
Valdiguié                ;2013;50.0
Valdiguié                ;2014;10.0
Valdiguié                ;2015;10.0
Valvin Muscat             ;2013;13.0
Veltliner                 ;2011;30.0
Veltliner                 ;2012;34.0
Veltliner                 ;2013;20.0
Verdeca                   ;2009;22.0
Verdeca                   ;2010;12.5
Verdeca                   ;2011;15.5
Verdejo                   ;-1;35.0
Verdejo                   ;2000;11.0
Verdejo                   ;2005;17.0
Verdejo                   ;2006;17.3636363636
Verdejo                   ;2007;15.5555555556
Verdejo                   ;2008;17.5
Verdejo                   ;2009;17.8333333333
Verdejo                   ;2010;14.125
Verdejo                   ;2011;16.0
Verdejo                   ;2012;15.7857142857
Verdejo                   ;2013;15.3260869565
Verdejo                   ;2014;15.693877551
Verdejo                   ;2015;17.7209302326
Verdejo                   ;2016;15.8846153846
Verdejo-Sauvignon Blanc   ;2010;10.0
Verdejo-Sauvignon Blanc   ;2011;10.0
Verdejo-Sauvignon Blanc   ;2012;10.0
Verdejo-Sauvignon Blanc   ;2016;9.0
Verdejo-Viura             ;2008;12.3333333333
Verdejo-Viura             ;2009;10.0
Verdejo-Viura             ;2010;10.0
Verdejo-Viura             ;2011;11.6666666667
Verdejo-Viura             ;2012;11.5
Verdejo-Viura             ;2013;9.75
Verdejo-Viura             ;2014;10.0
Verdejo-Viura             ;2015;9.3333333333
Verdejo-Viura             ;2016;16.0
Verdelho                  ;-1;32.0
Verdelho                  ;1973;220.0
Verdelho                  ;2005;16.0
Verdelho                  ;2006;13.0
Verdelho                  ;2007;15.0
Verdelho                  ;2008;19.0
Verdelho                  ;2009;14.2857142857
Verdelho                  ;2010;17.3333333333
Verdelho                  ;2011;16.25
Verdelho                  ;2012;16.3333333333
Verdelho                  ;2013;14.6666666667
Verdelho                  ;2014;16.2
Verdelho                  ;2015;20.1818181818
Verdelho                  ;2016;14.1666666667
Verdicchio                ;-1;35.0
Verdicchio                ;2001;30.0
Verdicchio                ;2003;22.0
Verdicchio                ;2004;27.8
Verdicchio                ;2005;29.6666666667
Verdicchio                ;2006;24.0
Verdicchio                ;2007;27.0
Verdicchio                ;2008;26.6666666667
Verdicchio                ;2009;30.7142857143
Verdicchio                ;2010;24.4285714286
Verdicchio                ;2011;23.6470588235
Verdicchio                ;2012;19.0588235294
Verdicchio                ;2013;27.5
Verdicchio                ;2014;20.72
Verdicchio                ;2015;15.3529411765
Verdil                    ;2014;18.0
Verdosilla                ;2016;17.0
Verduzzo                  ;2005;
Verduzzo                  ;2006;30.0
Verduzzo                  ;2007;39.0
Verduzzo                  ;2008;18.0
Verduzzo Friulano         ;2008;63.5
Verduzzo Friulano         ;2010;36.0
Vermentino                ;-1;20.0
Vermentino                ;1898;18.0
Vermentino                ;2001;18.0
Vermentino                ;2006;25.0
Vermentino                ;2007;16.75
Vermentino                ;2008;23.0833333333
Vermentino                ;2009;18.7894736842
Vermentino                ;2010;20.6666666667
Vermentino                ;2011;23.75
Vermentino                ;2012;22.25
Vermentino                ;2013;28.0
Vermentino                ;2014;20.8947368421
Vermentino                ;2015;23.7826086957
Vermentino                ;2016;23.4117647059
Vermentino Nero           ;2004;45.0
Vernaccia                 ;1929;19.5
Vernaccia                 ;2000;11.0
Vernaccia                 ;2003;25.5
Vernaccia                 ;2004;30.0
Vernaccia                 ;2005;22.0
Vernaccia                 ;2006;22.1666666667
Vernaccia                 ;2007;16.8461538462
Vernaccia                 ;2008;25.0
Vernaccia                 ;2009;14.6666666667
Vernaccia                 ;2010;14.3333333333
Vernaccia                 ;2011;23.1111111111
Vernaccia                 ;2012;30.6
Vernaccia                 ;2013;19.5555555556
Vernaccia                 ;2014;18.12
Vernaccia                 ;2015;15.6896551724
Vernaccia                 ;2016;14.6666666667
Vespaiolo                 ;2008;40.0
Vespolina                 ;2013;25.0
Vespolina                 ;2015;25.0
Vidadillo                 ;2007;24.0
Vidal                     ;2011;51.6666666667
Vidal                     ;2012;45.0
Vidal                     ;2013;32.25
Vidal                     ;2015;14.0
Vidal                     ;2016;28.0
Vidal Blanc               ;-1;11.0
Vidal Blanc               ;1852;46.0
Vidal Blanc               ;1997;80.0
Vidal Blanc               ;1998;50.5
Vidal Blanc               ;1999;25.0
Vidal Blanc               ;2005;20.0
Vidal Blanc               ;2006;44.0
Vidal Blanc               ;2007;46.1111111111
Vidal Blanc               ;2008;55.0
Vidal Blanc               ;2009;35.0
Vidal Blanc               ;2010;27.6666666667
Vidal Blanc               ;2011;31.1111111111
Vidal Blanc               ;2012;36.4
Vidal Blanc               ;2014;14.0
Vidal Blanc               ;2015;17.25
Vidal Blanc               ;2016;15.5
Vignoles                  ;-1;10.0
Vignoles                  ;1998;18.0
Vignoles                  ;1999;15.0
Vignoles                  ;2006;25.0
Vignoles                  ;2007;17.0
Vignoles                  ;2008;16.0
Vignoles                  ;2009;14.0
Vignoles                  ;2010;21.0
Vignoles                  ;2013;20.0
Vilana                    ;2007;16.0
Vilana                    ;2010;13.0
Vilana                    ;2015;13.0
Vinhão                   ;-1;26.0
Vinhão                   ;2011;18.0
Vinhão                   ;2012;
Viognier                  ;-1;15.0
Viognier                  ;1850;24.0
Viognier                  ;1999;14.5
Viognier                  ;2000;18.0
Viognier                  ;2001;19.8
Viognier                  ;2002;25.0
Viognier                  ;2005;26.6666666667
Viognier                  ;2006;19.9166666667
Viognier                  ;2007;22.96
Viognier                  ;2008;23.14
Viognier                  ;2009;23.9428571429
Viognier                  ;2010;28.956043956
Viognier                  ;2011;25.0408163265
Viognier                  ;2012;27.7063492063
Viognier                  ;2013;27.3538461538
Viognier                  ;2014;28.1507936508
Viognier                  ;2015;27.2063492063
Viognier                  ;2016;25.04
Viognier-Chardonnay       ;2009;16.0
Viognier-Chardonnay       ;2010;
Viognier-Chardonnay       ;2011;16.0
Viognier-Chardonnay       ;2012;
Viognier-Chardonnay       ;2013;20.5
Viognier-Chardonnay       ;2014;29.5
Viognier-Chardonnay       ;2015;16.0
Viognier-Gewürztraminer  ;2014;15.0
Viognier-Grenache Blanc   ;2009;35.0
Viognier-Grenache Blanc   ;2014;27.0
Viognier-Grenache Blanc   ;2016;34.0
Viognier-Marsanne         ;2008;28.0
Viognier-Marsanne         ;2009;16.0
Viognier-Marsanne         ;2015;17.0
Viognier-Roussanne        ;2006;15.0
Viognier-Roussanne        ;2007;18.0
Viognier-Roussanne        ;2008;30.0
Viognier-Roussanne        ;2011;65.0
Viognier-Roussanne        ;2012;14.0
Viognier-Roussanne        ;2013;18.0
Viognier-Roussanne        ;2015;20.0
Viognier-Valdiguié       ;2007;17.0
Viosinho                  ;2013;35.0
Viosinho                  ;2014;22.0
Viosinho                  ;2015;16.0
Vital                     ;2012;
Vitovska                  ;2006;85.0
Vitovska                  ;2011;23.0
Viura                     ;2000;13.0
Viura                     ;2003;26.0
Viura                     ;2006;10.0
Viura                     ;2007;10.6
Viura                     ;2008;19.6666666667
Viura                     ;2009;14.75
Viura                     ;2010;17.0
Viura                     ;2011;15.6363636364
Viura                     ;2012;13.7368421053
Viura                     ;2013;16.5714285714
Viura                     ;2014;13.4375
Viura                     ;2015;19.0588235294
Viura                     ;2016;13.75
Viura-Chardonnay          ;-1;12.0
Viura-Chardonnay          ;2010;14.0
Viura-Chardonnay          ;2011;9.0
Viura-Chardonnay          ;2012;9.0
Viura-Chardonnay          ;2013;11.0
Viura-Chardonnay          ;2014;10.0
Viura-Chardonnay          ;2015;12.0
Viura-Verdejo             ;2007;11.0
Viura-Verdejo             ;2014;13.0
Vranac                    ;2014;11.0
Vranec                    ;2007;14.5
Vranec                    ;2011;20.0
Vranec                    ;2013;15.0
Weissburgunder            ;2006;19.0
Weissburgunder            ;2007;26.5
Weissburgunder            ;2008;37.0
Weissburgunder            ;2009;19.0
Weissburgunder            ;2011;22.0
Weissburgunder            ;2012;29.875
Weissburgunder            ;2013;26.6
Weissburgunder            ;2014;26.1
Weissburgunder            ;2015;27.8
Weissburgunder            ;2016;19.25
Welschriesling            ;-1;25.0
Welschriesling            ;2000;21.0
Welschriesling            ;2001;25.0
Welschriesling            ;2005;37.0
Welschriesling            ;2006;40.0
Welschriesling            ;2007;28.0
Welschriesling            ;2008;57.5
Welschriesling            ;2009;22.3333333333
Welschriesling            ;2010;29.0
Welschriesling            ;2011;25.0
Welschriesling            ;2012;33.0
Welschriesling            ;2013;26.25
Welschriesling            ;2014;15.0
Welschriesling            ;2015;13.0
Welschriesling            ;2016;15.0
White Blend               ;-1;17.6476190476
White Blend               ;1877;23.5
White Blend               ;1898;28.3333333333
White Blend               ;1985;60.0
White Blend               ;1994;140.0
White Blend               ;1996;40.0
White Blend               ;1997;170.0
White Blend               ;1998;26.0
White Blend               ;1999;20.3571428571
White Blend               ;2000;21.4545454545
White Blend               ;2001;24.1818181818
White Blend               ;2002;21.2941176471
White Blend               ;2003;59.7142857143
White Blend               ;2004;44.1
White Blend               ;2005;36.2333333333
White Blend               ;2006;26.8352941176
White Blend               ;2007;22.7387387387
White Blend               ;2008;25.1089108911
White Blend               ;2009;23.4246575342
White Blend               ;2010;21.8390804598
White Blend               ;2011;22.7543859649
White Blend               ;2012;24.4928229665
White Blend               ;2013;23.6833976834
White Blend               ;2014;23.515037594
White Blend               ;2015;20.052
White Blend               ;2016;20.21
White Port                ;-1;40.0
White Riesling            ;1997;25.0
White Riesling            ;1998;7.0
White Riesling            ;1999;8.0
White Riesling            ;2001;12.0
White Riesling            ;2006;29.0
White Riesling            ;2007;15.5
White Riesling            ;2008;15.5
White Riesling            ;2010;10.0
White Riesling            ;2011;26.0
White Riesling            ;2012;9.0
Xarel-lo                  ;2000;15.0
Xarel-lo                  ;2007;13.0
Xarel-lo                  ;2010;30.0
Xarel-lo                  ;2012;13.0
Xarel-lo                  ;2013;17.75
Xarel-lo                  ;2014;16.25
Xarel-lo                  ;2015;14.8333333333
Xarel-lo                  ;2016;14.0
Xinisteri                 ;2000;20.0
Xinomavro                 ;2001;35.0
Xinomavro                 ;2003;16.0
Xinomavro                 ;2004;20.3333333333
Xinomavro                 ;2005;21.0
Xinomavro                 ;2006;22.0
Xinomavro                 ;2007;26.6666666667
Xinomavro                 ;2008;25.3333333333
Xinomavro                 ;2009;13.0
Xinomavro                 ;2010;22.75
Xinomavro                 ;2011;22.0
Xinomavro                 ;2012;23.3333333333
Xinomavro                 ;2013;16.0
Xynisteri                 ;2010;16.0
Xynisteri                 ;2014;21.0
Yapincak                  ;2014;16.0
Yapincak                  ;2015;20.0
Zelen                     ;2011;
Zibibbo                   ;2004;47.0
Zibibbo                   ;2006;42.2
Zibibbo                   ;2007;48.0
Zibibbo                   ;2008;40.0
Zibibbo                   ;2010;31.6666666667
Zibibbo                   ;2011;22.0
Zibibbo                   ;2012;45.0
Zibibbo                   ;2013;44.0
Zibibbo                   ;2014;39.0
Zibibbo                   ;2015;19.6666666667
Zibibbo                   ;2016;20.0
Zierfandler               ;2008;
Zierfandler               ;2009;
Zierfandler               ;2011;38.0
Zierfandler               ;2012;30.0
Zierfandler               ;2013;37.0
Zierfandler               ;2014;29.5
Zierfandler               ;2015;36.6666666667
Zierfandler               ;2016;19.0
Zierfandler-Rotgipfler    ;2013;22.5
Zierfandler-Rotgipfler    ;2015;25.0
Zierfandler-Rotgipfler    ;2016;25.0
Zinfandel                 ;-1;13.2307692308
Zinfandel                 ;1997;20.8285714286
Zinfandel                 ;1998;20.9787234043
Zinfandel                 ;1999;21.24
Zinfandel                 ;2000;23.9375
Zinfandel                 ;2001;27.3333333333
Zinfandel                 ;2002;31.0
Zinfandel                 ;2003;28.0
Zinfandel                 ;2004;28.3055555556
Zinfandel                 ;2005;29.5923076923
Zinfandel                 ;2006;28.1656050955
Zinfandel                 ;2007;29.1796407186
Zinfandel                 ;2008;27.1032258065
Zinfandel                 ;2009;28.2304526749
Zinfandel                 ;2010;29.8458646617
Zinfandel                 ;2011;29.7304347826
Zinfandel                 ;2012;30.8078078078
Zinfandel                 ;2013;31.9325
Zinfandel                 ;2014;32.875
Zinfandel                 ;2015;30.4949494949
Zinfandel                 ;2016;13.2
Zlahtina                  ;2006;13.0
Zlahtina                  ;2012;16.0
Zweigelt                  ;2005;30.0
Zweigelt                  ;2006;16.7777777778
Zweigelt                  ;2007;23.0
Zweigelt                  ;2008;17.8
Zweigelt                  ;2009;25.9230769231
Zweigelt                  ;2010;31.4
Zweigelt                  ;2011;23.6428571429
Zweigelt                  ;2012;26.3043478261
Zweigelt                  ;2013;20.3157894737
Zweigelt                  ;2014;17.9375
Zweigelt                  ;2015;17.9032258065
Zweigelt                  ;2016;16.0
Çalkarası               ;2015;19.0
Žilavka                  ;2014;15.0
