winery,avg_score,avgscore2
Le Solive                      ,86,86
Le Tre Stelle                  ,86,86
Le Vigne di Domenico           ,86.25,86
Leal Vineyards                 ,86,86
Ledgewood Creek                ,86.4,86
Leese-Fitch                    ,86.22727273,86
Legado del Moncayo             ,86.2,86
Leo                            ,86.66666667,86
Leonard Oakes                  ,86,86
Leonesse Cellars               ,86.15384615,86
Leopard's Leap                 ,86.5,86
Les Clos de Paulilles          ,86.66666667,86
Les Collines                   ,86,86
Les Costières de Pomerols      ,86,86
Les Domaines Auriol            ,86,86
Les Hauts de Tousquiron        ,86.42857143,86
Les Maîtres Vignerons de la Pre,86.6,86
Les Maîtres Vignerons de Saint-,86.16666667,86
Les Parcelles de Stéphane Deren,86.4,86
Les Rocailles                  ,86.9047619,86
Les Vignerons de la Méditerrané,86.6,86
Les Vignerons des Coteaux Roman,86.25,86
Les Vignerons des Terroirs de l,86.2,86
Les Vignobles Foncalieu        ,86.28571429,86
Les Vins Aujoux                ,86,86
Les Vins Bréban                ,86.5,86
Lion Ranch                     ,86,86
Listel                         ,86,86
Little Penguin                 ,86,86
LIV                            ,86,86
Llama                          ,86,86
Lo Domeni                      ,86.66666667,86
Lo Sparviere                   ,86.5,86
Loacker                        ,86.88888889,86
Loca                           ,86,86
Lodi Estates                   ,86.5,86
Loess                          ,86.5,86
Lola Kay                       ,86.33333333,86
Lolonis                        ,86.11111111,86
Long Flat                      ,86.5,86
Long Island Merlot Alliance    ,86.66666667,86
Longridge                      ,86,86
Longship                       ,86.6,86
Lorca                          ,86,86
Loredan Gasparini              ,86.6,86
Los Haroldos                   ,86.66666667,86
Los Molles                     ,86.16666667,86
Los Monteros                   ,86,86
Lost River                     ,86.66666667,86
Louloute                       ,86,86
Luccarelli                     ,86,86
Lucchetta                      ,86,86
Luciana Cordioli               ,86.75,86
Lucky Frog                     ,86,86
Ludwig                         ,86.5,86
Luis Felipe Edwards            ,86.93939394,86
Luli                           ,86,86
LVVR                           ,86,86
LXV                            ,86.83333333,86
Lyeth                          ,86.89473684,86
Lyric by Etude                 ,86.5,86
M'Hudi                         ,86,86
M. Trinchero                   ,86.33333333,86
Maccari Spumanti               ,86.4,86
Macindoe                       ,86,86
Maddalena                      ,86.31707317,86
Maestro Sanguineti             ,86,86
Maggio                         ,86,86
Magic Door                     ,86.5,86
Magic Maker                    ,86,86
Magness                        ,86.08333333,86
Magnificent Wine Company       ,86.5,86
Mahonia                        ,86.5,86
Maison Charles Père et Fils    ,86.66666667,86
Maison Denuzière               ,86.5,86
Maison des Bulliats            ,86,86
Maison Jean-Baptiste Béjot     ,86,86
Maison Matisco                 ,86.6,86
Malacari                       ,86,86
Malan                          ,86,86
Malvirà                        ,86.7,86
Mamete Prevostini              ,86.66666667,86
MAN Vintners                   ,86,86
MandraRossa                    ,86.27777778,86
Mania                          ,86,86
Mannucci Droandi               ,86.25,86
Manoir du Carra                ,86,86
Mantra                         ,86.5,86
Manyana                        ,86.33333333,86
Manzini                        ,86,86
Maple Lane                     ,86,86
Maple Ridge                    ,86,86
Mara                           ,86,86
Marcaurelio                    ,86,86
Marcello Turra                 ,86,86
Marchese dell'Elsa             ,86,86
Marchesi De Gregorio           ,86.75,86
Marco Bonfante                 ,86,86
Marco Porello                  ,86.25,86
Marco Real                     ,86.66666667,86
Marega                         ,86.33333333,86
Marilyn                        ,86.57142857,86
Marilyn Merlot                 ,86,86
Marilyn Sauvignon Blonde       ,86,86
Markham                        ,86.65789474,86
Marko                          ,86,86
Marland                        ,86,86
Marlborough Estate Reserve     ,86,86
Marquee                        ,86,86
Marques de Arienzo             ,86,86
Marques de Monistrol           ,86.25,86
Marqués de Alella              ,86,86
Marqués de Almonacid           ,86.33333333,86
Marqués de Chivé               ,86,86
Marqués de Irún                ,86.75,86
Marqués de Montañana           ,86,86
Marqués de Riscal              ,86.625,86
Marqués de Terán               ,86,86
Marrenon                       ,86.96,86
Martha Clara                   ,86.48148148,86
Martinez Bujanda               ,86,86
Martín Códax                   ,86.66666667,86
Maryhill                       ,86.30392157,86
Mas                            ,86.5,86
Mas Belles Eaux                ,86.875,86
Mas Foraster                   ,86.5,86
Mas Nicolas                    ,86,86
Mas Sainte Berthe              ,86,86
Maso Poli                      ,86.6,86
Masseria del Feudo             ,86.5,86
Massi di Mandorlaia            ,86.8,86
Massimago                      ,86,86
Massimo Ronca                  ,86.5,86
Matariki                       ,86.66666667,86
Matchbook                      ,86.82352941,86
Mathis                         ,86,86
Mattebella                     ,86.42857143,86
Matua Valley                   ,86,86
Maurice Ecard                  ,86.66666667,86
Mauricio Lorca                 ,86,86
Mauro Molino                   ,86.83333333,86
MC2                            ,86,86
McConnell Estates Winery       ,86,86
McDowell                       ,86,86
McGregor                       ,86.86842105,86
McGuigan                       ,86.66666667,86
McPrice Myers                  ,86,86
Medici Ermete                  ,86.625,86
Medrano                        ,86,86
Meli                           ,86.73333333,86
Mellowood                      ,86,86
Melsheimer                     ,86.66666667,86
Mendocino Gold                 ,86,86
Mercer Canyons                 ,86.95238095,86
Merk                           ,86,86
Merriam                        ,86.4,86
Merrill Cellars                ,86,86
Mesoneros de Castilla          ,86,86
Methven Family Vineyards       ,86,86
Mezzacorona                    ,86.85185185,86
Michael Sullberg               ,86.6,86
Michael-Scott                  ,86.66666667,86
Michel Dutour                  ,86,86
Michel-Schlumberger            ,86.33333333,86
Michelle                       ,86.66666667,86
Middle Ridge                   ,86.5,86
Midnight                       ,86.703125,86
Miguel Torres                  ,86.45454545,86
Miles Mossop                   ,86,86
Mill Creek                     ,86.91666667,86
Mineo Family Vineyards         ,86.5,86
Mirabile                       ,86,86
Misiones de Rengo              ,86.69230769,86
Moingeon                       ,86,86
Mola                           ,86,86
Mommessin                      ,86.85,86
Monastir                       ,86,86
Monfort-Bellevue               ,86,86
Monte del Frá                  ,86.5625,86
Monte delle Vigne              ,86.5,86
Monte Lago                     ,86,86
Monte Santoccio                ,86,86
Monte Schiavo                  ,86.66666667,86
Monte Tondo                    ,86.63636364,86
Monte Xanic                    ,86.9,86
Montecillo                     ,86.9375,86
Montelvini Venegazzù           ,86,86
Montemar                       ,86.5,86
Montesel Renzo                 ,86,86
Montespina                     ,86.66666667,86
MontGras                       ,86.82857143,86
Montgó                         ,86.22222222,86
Montinore                      ,86.16666667,86
Montipagano                    ,86.5,86
Montmassot                     ,86,86
MooBuzz                        ,86.3,86
Moonstone                      ,86.5,86
Morrison Lane                  ,86.75,86
Moscato Rubino                 ,86,86
Mosolo Gleni                   ,86,86
Mottura                        ,86,86
Moulin de Gassac               ,86,86
Mulini di Segalari             ,86,86
Munselle                       ,86,86
Murphy's Law                   ,86,86
Murphy-Goode                   ,86.86885246,86
Murray                         ,86.33333333,86
Muròla                         ,86.8,86
Muscardini                     ,86.8,86
Mussel Bay                     ,86.5,86
Musset-Roullier                ,86.85714286,86
My Big Fat Greek Wine          ,86.55555556,86
My Essential                   ,86.75,86
Ménage à Trois                 ,86,86
Môreson                        ,86,86
Naia                           ,86.48,86
Napa Station                   ,86,86
Napeequa                       ,86.33333333,86
Nardello                       ,86.4,86
Nativ                          ,86.08333333,86
Naughty Boy                    ,86.4,86
Neal Family                    ,86.66666667,86
Nebla                          ,86,86
Nederburg                      ,86.6,86
Negro Lorenzo                  ,86.5,86
Nelles                         ,86,86
Nelwood Wines                  ,86,86
Nemesio                        ,86.5,86
Neo                            ,86.75,86
New World                      ,86,86
Newlan                         ,86,86
next:                          ,86,86
Nga Waka                       ,86.57142857,86
Ngumu                          ,86,86
Nice Pairing                   ,86,86
Nico                           ,86.5,86
Nicolas Millet                 ,86,86
Niel Joubert                   ,86.33333333,86
Nieto Senetiner                ,86.92857143,86
Nightstar                      ,86.5,86
Nine North Wine Company        ,86.25,86
Nobilo                         ,86.54545455,86
noblet                         ,86,86
Nola                           ,86,86
Northwest Cellars              ,86.44444444,86
Novella                        ,86,86
Noviello                       ,86.8,86
Nugan Family Estates           ,86.92307692,86
Nugnes                         ,86,86
Oak Knoll                      ,86.2962963,86
Oak Mountain                   ,86,86
Oak Ridge                      ,86.33333333,86
Oak Summit                     ,86.5,86
Oak Valley                     ,86.33333333,86
Oakwild Ranch                  ,86.33333333,86
Obsidian                       ,86.28571429,86
Ocone                          ,86.68421053,86
Old House                      ,86.33333333,86
Old Well House                 ,86,86
Oliver                         ,86.5,86
Oliver Conti                   ,86.875,86
Olivi                          ,86.77777778,86
Ollivier Frères                ,86.83333333,86
Olsen Family Vineyards         ,86,86
Olvena                         ,86.25,86
One Leaf                       ,86.125,86
Onlooker                       ,86,86
Onward                         ,86.5,86
Opolo                          ,86.30434783,86
Orchid Hill                    ,86.5,86
Orion Wine                     ,86.6,86
Ormonde                        ,86.33333333,86
Ornella Molon                  ,86,86
Ortman Family                  ,86.4,86
Osborne                        ,86.875,86
Ostatu                         ,86.4,86
Otanon                         ,86,86
Otazu                          ,86.07142857,86
Otuwhero                       ,86.5,86
Our Wine                       ,86.2,86
Outlier                        ,86,86
Ozwell Vintners                ,86,86
Ozzie-Ba-Ru                    ,86,86
Pacific Coast                  ,86,86
Page Cellars                   ,86,86
Pago Casa Gran                 ,86.75,86
Pago de la Jaraba              ,86,86
Pago de Valdetruchas           ,86.66666667,86
Pago Jean Leon                 ,86,86
Palacio de Bornos              ,86.66666667,86
Palacio del Burgo              ,86,86
Paladin                        ,86.11111111,86
Palagetto                      ,86.5,86
Palmaz                         ,86.5,86
Pangloss Cellars               ,86.33333333,86
Paoletti                       ,86.11111111,86
Paolo Marcarino                ,86,86
Pappas Wine Company            ,86,86
Paradise Ridge                 ,86.27272727,86
Paraiso Vineyards              ,86.72727273,86
Parallel 33°S                  ,86,86
Paramus                        ,86.5,86
Paraschos                      ,86,86
Parejas Cellars                ,86,86
Paris Valley Road Cellars      ,86.33333333,86
Paris-Simoneau                 ,86.57142857,86
Parmoleto                      ,86,86
Paro                           ,86.16666667,86
Parras Wines                   ,86.7826087,86
Partnership Vineyards          ,86,86
Parés Baltà                    ,86.8,86
Paschal                        ,86.55555556,86
Pasetti                        ,86.66666667,86
Payana                         ,86.5,86
Pazo das Tapias                ,86.33333333,86
Pazo de Barrantes              ,86.54545455,86
Pazo Serantellos               ,86,86
Pazo Torrado                   ,86.33333333,86
Pearson Vineyards              ,86,86
Pedro Escudero                 ,86,86
Pedroncelli                    ,86.35185185,86
Pellegrini Vineyards           ,86.47058824,86
Pendleton                      ,86,86
Penelope Sanchez               ,86,86
Penmara                        ,86,86
Penumbra                       ,86,86
Perbacco Cellars               ,86.57142857,86
Perception                     ,86.66666667,86
Perla del Garda                ,86.625,86
Perrin & Fils                  ,86.66666667,86
Perry Creek                    ,86.65217391,86
Peteglia                       ,86.5,86
Petite Sirène                  ,86,86
Petrelli                       ,86,86
Petrucco                       ,86.875,86
Pezat                          ,86.45454545,86
Peña Roble                     ,86.5,86
Peñalolen                      ,86.64705882,86
Pfneisl United Vineyards       ,86.66666667,86
Pheasant Valley Winery         ,86.125,86
Philippe Viallet               ,86.66666667,86
Pianirossi                     ,86,86
Piazzano                       ,86.2,86
Picayune                       ,86.66666667,86
Piccini                        ,86.64864865,86
Piccolo                        ,86.66666667,86
Pier                           ,86.2,86
Pierre and Charles Sparr       ,86.44444444,86
Pierre Cornu Camus             ,86.5,86
Pierre Dupond                  ,86,86
Piersanti                      ,86,86
Pietrafitta                    ,86.22222222,86
Pighin                         ,86.66666667,86
Pino                           ,86.75,86
Pinot Patch                    ,86.5,86
Pio Wines                      ,86,86
Pioiero                        ,86,86
Pippin Hill Farm               ,86,86
Pisa Range                     ,86,86
Pisano                         ,86.81818182,86
Pitars                         ,86,86
Pleil                          ,86.2,86
Plozner                        ,86.46153846,86
Plungerhead                    ,86.33333333,86
Podere Canalino                ,86,86
Podere Ciona                   ,86.75,86
Podere dal Nespoli             ,86.5,86
Poderi Angelini                ,86,86
Poderi Morini                  ,86.8,86
Poggio al Chiuso               ,86.33333333,86
Poggio al Tufo                 ,86.5,86
Poggio alle Querce             ,86,86
Poggio Bonelli                 ,86,86
Poggio di Bortolone            ,86,86
Poggio Nicchiaia               ,86.25,86
Poggio Trevvalle               ,86,86
Poggiobello                    ,86.6,86
Poggioventoso                  ,86.75,86
Pollak                         ,86.3,86
Pomelo                         ,86.6,86
Pont du Rhône                  ,86,86
Ponte da Boga                  ,86,86
Pontin del Roza                ,86,86
Pooles Rock Wines              ,86,86
Porcupine Ridge                ,86.875,86
Porto Reccua Vinhos            ,86.5,86
Post House                     ,86.14285714,86
Powers                         ,86.42857143,86
Pošip Čara                     ,86,86
Prada A Tope                   ,86.5,86
Pradorey                       ,86.34782609,86
Premius                        ,86,86
Preston                        ,86.83333333,86
Primus                         ,86.91666667,86
Principe di Corleone           ,86.36363636,86
Prinsi                         ,86.84210526,86
Prodigo                        ,86,86
Progettidivini                 ,86.5,86
Prosper                        ,86,86
Príncipe de Viana              ,86.37931034,86
Puiatti                        ,86,86
Pulenta Estate                 ,86.36363636,86
Pullus                         ,86.33333333,86
Purely Greece                  ,86,86
Push Me to the Floor           ,86,86
Putah Creek                    ,86.84615385,86
Quadrant                       ,86.8,86
Qualia                         ,86,86
Quattro Mani                   ,86,86
Quilt                          ,86,86
Quimay                         ,86.5,86
Quinta da Calçada              ,86.76923077,86
Quinta da Lapa                 ,86.39393939,86
Quinta da Lixa                 ,86.27272727,86
Quinta da Padrela              ,86,86
Quinta da Plansel              ,86,86
Quinta da Raza                 ,86.68421053,86
Quinta da Ribeirinha           ,86.76923077,86
Quinta da Sequeira             ,86.5,86
Quinta das Maias               ,86,86
Quinta de Covela               ,86.66666667,86
Quinta de Gomariz              ,86,86
Quinta de Santa Maria          ,86,86
Quinta do Casal Branco         ,86.95890411,86
Quinta do Casal Monteiro       ,86.62068966,86
Quinta do Cavalinho            ,86.38095238,86
Quinta Vale do Armo            ,86.7,86
Quintay                        ,86.35483871,86
R & B Cellars                  ,86,86
R35                            ,86.33333333,86
Rabbit Ranch                   ,86,86
Racemi                         ,86,86
Radio Boca                     ,86,86
Radog                          ,86.75,86
Raeburn                        ,86.66666667,86
Raiza                          ,86.33333333,86
Ranch 32                       ,86,86
Rancho Zabaco                  ,86.77777778,86
Ravines                        ,86.3125,86
Ravoire et Fils                ,86.76363636,86
Rawson's                       ,86,86
Raylee                         ,86.5,86
Raymond Burr                   ,86.66666667,86
Razor's Edge                   ,86.75,86
Recorba                        ,86.5,86
Recuerdo                       ,86.8,86
Red Cap                        ,86,86
Red Knot                       ,86.14285714,86
Red Puro                       ,86,86
Redbank                        ,86.83333333,86
Reif Estate                    ,86.5,86
Reina de Castilla              ,86.75,86
Remy                           ,86,86
Reustle                        ,86.85714286,86
Reverdito                      ,86.25,86
Ribas de Cabrera               ,86,86
Richmond Plains                ,86,86
Ricominciare                   ,86.71428571,86
Ricossa                        ,86.76923077,86
Riebeek Cellars                ,86.5,86
Rigal                          ,86.25,86
Rignana                        ,86.4,86
Rinaldi                        ,86.66666667,86
Rinaldini                      ,86.75,86
Rio Madre                      ,86.25,86
Rios de Chile                  ,86.27272727,86
Rippey                         ,86.5,86
Rive Droite Rive Gauche        ,86,86
Rivella Silvia                 ,86,86
River Road                     ,86,86
Rivera de Castilla             ,86,86
Roanoke Vineyards              ,86.5,86
Robert Klingenfus              ,86.54545455,86
Robert Losey                   ,86,86
Robert Pepi                    ,86,86
Robert Skalli                  ,86,86
Robertson Winery               ,86.69230769,86
Rocca di Montegrossi           ,86.5,86
Rock View                      ,86.33333333,86
Rock Wren                      ,86.75,86
Rogers & Rufus                 ,86,86
Rolland & Galarreta            ,86,86
Rolling                        ,86.5,86
Ronco delle Betulle            ,86.25,86
Roncolato                      ,86,86
Roncão                         ,86.75,86
Roney                          ,86,86
Rontana                        ,86.5,86
Rooster Hill                   ,86.27272727,86
Roquevale                      ,86.41666667,86
Rose 'N' Blum                  ,86,86
Rosehall Run                   ,86,86
Rovisco Garcia                 ,86,86
RR                             ,86,86
Rumelia Wine Cellar            ,86,86
Rumpus                         ,86.33333333,86
Russian Hill                   ,86.83333333,86
RustRidge                      ,86.83333333,86
Ruta 22                        ,86.75,86
Rutherford Ranch               ,86.4516129,86
Rutini                         ,86.6969697,86
Ryker's Cellars                ,86.5,86
Ryzin                          ,86,86
Sables d'Azur                  ,86,86
Saddleback                     ,86.5,86
Saladini Pilastri              ,86.2,86
Salis 1637                     ,86.5,86
Sallier de la Tour             ,86,86
Salviano                       ,86,86
Samos                          ,86,86
Samson                         ,86,86
San Lorenzo Vini               ,86.4,86
San Osvaldo                    ,86,86
San Pedro                      ,86.85057471,86
San Saba                       ,86.5,86
San Silvestro                  ,86.85714286,86
San Simeon                     ,86.96296296,86
Sancho Barón                   ,86,86
Sand Hill                      ,86,86
Sand Point                     ,86.22222222,86
Sannino                        ,86.17647059,86
Sanpaolo                       ,86.6,86
Sant Eurosia                   ,86,86
Santa Alba                     ,86.09090909,86
Santa Cristina                 ,86,86
Santa Ema                      ,86.16071429,86
Santa Margherita               ,86.375,86
Santa Maria La Palma           ,86.66666667,86
Santa Rita                     ,86.29032258,86
Sao Pedro                      ,86,86
Sarotto Roberto                ,86,86
Savoia                         ,86.33333333,86
Sawtooth                       ,86.57142857,86
Sawyer                         ,86.6,86
Scanavino                      ,86,86
Scandolera                     ,86.33333333,86
Scaranto                       ,86.66666667,86
Schloss Koblenz                ,86.66666667,86
Schröder & Schÿler             ,86.4,86
Scopetani                      ,86,86
Scotto Family Cellars          ,86.57142857,86
Screw Kappa Napa               ,86,86
Scriani                        ,86.85714286,86
Scubia                         ,86,86
Sea Fog                        ,86,86
Sea Pearl                      ,86.66666667,86
SeaGlass                       ,86.35714286,86
Sebeka                         ,86,86
Secret Cellars                 ,86,86
Sedosa                         ,86,86
Segura Viudas                  ,86.15555556,86
Selendi                        ,86.5,86
Senator                        ,86,86
Senda Verde                    ,86.5,86
Sensi                          ,86.85714286,86
Sequals                        ,86,86
Serdonis                       ,86,86
Serra da Estrela               ,86,86
Serre Spumanti                 ,86,86
Settesoli                      ,86.66666667,86
Seven Lions Winery             ,86,86
Señorio de Uñuela              ,86.4,86
Señorio del Tallar             ,86.5,86
Shadow Springs                 ,86,86
Shady Lane                     ,86.25,86
Shark Trust                    ,86.5,86
Shelton Vineyards              ,86,86
Shenandoah Vineyards           ,86.4375,86
Sherwood House Vineyards       ,86.14285714,86
Shoofly                        ,86.81818182,86
Siegel                         ,86.28888889,86
Sierra Batuco                  ,86.28571429,86
Sierra Madre                   ,86.85714286,86
Siesta Wines                   ,86.4,86
Sigillo Cellars                ,86,86
Signé Vigneron                 ,86.13333333,86
Sileni                         ,86.25,86
Siltstone                      ,86.6,86
Silvan Ridge                   ,86.2,86
Silver Thread                  ,86.97674419,86
Silver Veil                    ,86.5,86
Silvio Morando                 ,86.66666667,86
Simi                           ,86.43478261,86
Simple Machine                 ,86.8,86
Siskiyou Vineyards             ,86,86
Six Hats                       ,86,86
Six Prong                      ,86.54545455,86
Skalli                         ,86,86
Skouras                        ,86.5,86
Skyfall                        ,86.6,86
Skyleaf                        ,86,86
Smashberry                     ,86.8,86
Smythe & Renfield              ,86.25,86
Snoqualmie                     ,86.38888889,86
Solar de la Vega               ,86.5,86
Solar de Pinheiro              ,86.875,86
Solms-Delta                    ,86.25,86
Sonoma Smith                   ,86,86
Sonoma Trail                   ,86,86
Sophora                        ,86.25,86
Sorelle Winery                 ,86,86
South Coast                    ,86.34782609,86
Souverain                      ,86.5625,86
Spadafora                      ,86.55555556,86
Spangler                       ,86.45454545,86
Spann Vineyards                ,86.13513514,86
Spartico                       ,86.33333333,86
Spencer Roloson                ,86,86
Spicewood                      ,86.75,86
Spiropoulos                    ,86.33333333,86
Spyro                          ,86,86
Spyros Hatziyiannis            ,86,86
Standing Stone                 ,86.48,86
Stanley Lambert                ,86,86
Stanton                        ,86,86
Starborough                    ,86.66666667,86
Stave 28                       ,86.5,86
Ste. Chapelle                  ,86.19047619,86
Steelhead Vineyards            ,86.09090909,86
Stefano Berti                  ,86,86
Stein Family                   ,86,86
Stelios Kechris                ,86,86
Stemmari                       ,86.82608696,86
Stephen's                      ,86,86
Stinson                        ,86.4,86
Stolen Identity                ,86.25,86
Stoneburn                      ,86,86
Stonegate                      ,86.83333333,86
Stonehedge                     ,86.71428571,86
Stonehouse                     ,86,86
Stoneleigh                     ,86.66666667,86
Stonewalker                    ,86,86
Streamside                     ,86,86
Stroppiana                     ,86.41176471,86
Succulent Vineyards            ,86.5,86
Suhru                          ,86.69230769,86
Sultry Cellars                 ,86,86
Sumarroca                      ,86.72727273,86
Sun Garden                     ,86.8,86
Sunset Hills                   ,86,86
Sutcliffe                      ,86.32,86
Swedish Hill                   ,86.2,86
Syan                           ,86.33333333,86
Sylvester                      ,86,86
Sàniger                        ,86,86
T'Gallant                      ,86,86
Taba                           ,86,86
Tamar Ridge                    ,86,86
Tamarí                         ,86.9,86
Tamás Estates                  ,86.66666667,86
Tango Reàl                     ,86.5,86
Tapada de Villar               ,86.5,86
Tardencuba                     ,86,86
Taron                          ,86.28571429,86
Tatachilla                     ,86.2,86
Taz                            ,86.25,86
Tefft Cellars                  ,86,86
Telavi                         ,86,86
Temple Bruer                   ,86.5,86
Temptation                     ,86,86
Ten Acre                       ,86.75,86
Tenimenti Ca' Bianca           ,86.85714286,86
Tenimenti Zabù                 ,86.5,86
Tenuta Cantalupi               ,86,86
Tenuta Casaletti               ,86,86
Tenuta Cà Bolani               ,86.83333333,86
Tenuta dei Mille               ,86.66666667,86
Tenuta di Aglaea               ,86,86
Tenuta di Castellaro           ,86,86
Tenuta Fujanera                ,86.5,86
Tenuta La Vigna                ,86.33333333,86
Tenuta Le Velette              ,86.5,86
Tenuta Pierazzuoli             ,86.75,86
Tenuta San Francesco           ,86.33333333,86
Tenuta Santavenere             ,86.5,86
Tenuta Stella                  ,86.33333333,86
Tenute Girolamo                ,86.75,86
Tenute Grandi & Gabana         ,86,86
Teresa Raiz                    ,86.5,86
Terra d'Aligi                  ,86,86
Terra dei Re                   ,86.66666667,86
Terra di Cipressi              ,86,86
Terra Silvestre                ,86.78571429,86
Terra Sávia                    ,86.5,86
Terre de Loups                 ,86.66666667,86
Terre di Melazzano             ,86.5,86
Terry Hoage                    ,86.25,86
Tess                           ,86,86
The Cleaver                    ,86,86
The Divining Rod               ,86.71428571,86
the Ghost of 413               ,86,86
The Great Oregon Wine Company  ,86,86
The Loop                       ,86,86
The Old Field                  ,86.2,86
The Rhôning Stones             ,86,86
The White Knight               ,86.92307692,86
The Winery SF                  ,86.5,86
The Yellow Cellar              ,86.5,86
There                          ,86,86
Thomas Carteron                ,86,86
Thomas O'Neil Cellars          ,86.5,86
Thorin                         ,86,86
Thornton                       ,86.18181818,86
Three Brothers                 ,86.83333333,86
Three Knights                  ,86,86
Three of Cups                  ,86,86
Three Thieves                  ,86.16666667,86
Threesome Cellars              ,86,86
Thüngersheim                   ,86,86
Tiberini                       ,86.5,86
Tie-Dye                        ,86,86
Tierra Caliente                ,86,86
Tierra y Mar                   ,86,86
Titora                         ,86.5,86
Toad Hollow                    ,86.18181818,86
Toffoli                        ,86.11111111,86
Together                       ,86,86
Tomero                         ,86.85714286,86
Tommaso Bussola                ,86.42857143,86
Torre Fornello                 ,86.66666667,86
Torrevieja                     ,86.5,86
Trabucco                       ,86,86
Travignoli                     ,86.5,86
Tre Fiori                      ,86,86
Treleaven                      ,86.28571429,86
Tres Valles                    ,86.5,86
Tressals                       ,86,86
Trinitas                       ,86.89655172,86
Tritano                        ,86,86
Trivento                       ,86.95833333,86
Truant                         ,86,86
True Vine                      ,86,86
Trump                          ,86.93103448,86
Turasan                        ,86.78571429,86
Twelve Staves                  ,86,86
Twill                          ,86.875,86
Twisted Paso                   ,86.6,86
Twisted River                  ,86.4,86
Two Angels                     ,86.1,86
Two Brothers                   ,86,86
Two Mountain                   ,86.72222222,86
TWODOG                         ,86.5,86
Ty Caton                       ,86.125,86
Tyee                           ,86.5,86
Uggiano                        ,86.875,86
Ulacia                         ,86.5,86
Umberto Cesari                 ,86.8,86
Underwood                      ,86,86
Unfiltered Blonde              ,86,86
Union de Producteurs de Lugon  ,86,86
Union de Vignerons de l'Île de ,86.55555556,86
Unti                           ,86.33333333,86
Upsidedown                     ,86.66666667,86
V&N; Cellars                   ,86,86
V&R;                           ,86,86
Vagnoni                        ,86,86
Val Auclair                    ,86,86
Val d'Oca                      ,86.5,86
Val de Los Frailes             ,86,86
Valcantara                     ,86,86
Valdelainos                    ,86.5,86
Valdellövo                     ,86.66666667,86
Valdivieso                     ,86.84375,86
Vale                           ,86,86
Valentin Bianchi               ,86.3030303,86
Valentini                      ,86,86
Valentino Butussi              ,86.5,86
Valle Austral                  ,86,86
Valle Azul                     ,86,86
Valle de la Puerta             ,86.33333333,86
Valle Pradinhos                ,86.4,86
Valle Reale                    ,86.5,86
Valley View                    ,86.19354839,86
Valori                         ,86.6,86
Valtravieso                    ,86.25,86
Van Duzer                      ,86,86
Van Loveren                    ,86.66666667,86
Vasco Sassetti                 ,86.75,86
Vasse River                    ,86.8,86
Vaza                           ,86.83333333,86
Vecchia Cantina di Montepulcian,86.72,86
Vega Barcelona                 ,86,86
Vega de la Reina               ,86,86
Veglio                         ,86.72727273,86
Veiga Naúm                     ,86,86
Ventosa                        ,86.32258065,86
Veramonte                      ,86,86
Veranda                        ,86.45454545,86
Verde Sole                     ,86,86
Veritas                        ,86.17647059,86
Verotto                        ,86,86
Verse & Chorus                 ,86.66666667,86
Verum                          ,86.28,86
Vidussi                        ,86,86
Vieil Armand                   ,86.53333333,86
Vigil                          ,86,86
Vigne & Vini                   ,86.5,86
Vignerons de Bel Air           ,86.91836735,86
Vignerons de Buxy              ,86.27906977,86
Vignerons de Buzet             ,86.88888889,86
Vigneti del Vulture            ,86.66666667,86
Vigneti Zanatta                ,86,86
Vignobles Bonhur               ,86.5,86
Vignobles de Balma Venitia     ,86.8,86
Vignobles Grandeau             ,86.5,86
Vignobles Jeanjean             ,86.28571429,86
Vignobles Laplace              ,86,86
VIgnobles Roux                 ,86,86
Villa Canestrari               ,86.53333333,86
Villa Cerna                    ,86.75,86
Villa del Monte                ,86,86
Villa des Anges                ,86.2,86
Villa di Bagnolo               ,86,86
Villa Giada                    ,86,86
Villa Girardi                  ,86.5,86
Villa Riesling                 ,86,86
Villa San Giovanni             ,86,86
Villa Vignamaggio              ,86.55555556,86
Viluko                         ,86.66666667,86
Vin Nostro                     ,86,86
Vin Vault                      ,86.5,86
Vincent Lataste                ,86,86
Vincent Price                  ,86,86
Vincze Béla                    ,86.5,86
Vindivin                       ,86.5,86
Vine Hill                      ,86.6,86
Vini                           ,86.52,86
Vinisterra                     ,86,86
Vino                           ,86.5,86
Vino V                         ,86.6,86
Vino z Czech                   ,86.66666667,86
Vinosia                        ,86.2,86
VinStrata                      ,86,86
Vintager                       ,86,86
Vinterra                       ,86,86
Vinum                          ,86.8125,86
Vinum Cellars                  ,86.63636364,86
Vionta                         ,86,86
Virgin Hills                   ,86,86
Vision Cellars                 ,86.83333333,86
Vita Italia                    ,86.66666667,86
Vital                          ,86.25,86
Vitas                          ,86,86
Viticoltori Senesi Aretini     ,86.5,86
Viticultori Associati Canicatti,86.8125,86
Vizorro                        ,86,86
Viña Aquitania                 ,86.5,86
Viña Bisquertt                 ,86.17460317,86
Viña Bujanda                   ,86.3,86
Viña Casablanca                ,86.62962963,86
Viña Chocalan                  ,86.42857143,86
Viña Eguía                     ,86.5,86
Viña Galana                    ,86,86
Viña Godeval                   ,86.5,86
Viña Gormaz                    ,86.66666667,86
Viña Maipo                     ,86.52173913,86
Viña Somoza                    ,86.125,86
Viña Tabalí                    ,86.95,86
Viña Vilano                    ,86.88235294,86
Viñalba                        ,86.75,86
