variety,year,price,points
Malbec-Syrah              ,2014,19.6666666667,86
Malbec-Tannat             ,2007,80.0,87
Malbec-Tannat             ,2009,24.0,93
Malbec-Tannat             ,2010,15.0,84
Malbec-Tannat             ,2011,27.0,93
Malbec-Tannat             ,2012,24.0,92
Malbec-Tannat             ,2013,55.0,92
Malbec-Tannat             ,2014,34.5714285714,90
Malbec-Tannat             ,2015,25.0,92
Malbec-Tempranillo        ,2005,8.0,87
Malbec-Tempranillo        ,2009,14.0,86
Malvar                    ,2009,12.0,81
Malvar                    ,2015,35.0,88
Malvasia                  ,-1,34.0,84
Malvasia                  ,2003,50.0,93
Malvasia                  ,2005,35.0,89
Malvasia                  ,2006,31.0,87
Malvasia                  ,2007,10.6666666667,86
Malvasia                  ,2008,,88
Malvasia                  ,2009,25.2,86
Malvasia                  ,2010,23.0,86
Malvasia                  ,2011,20.4285714286,85
Malvasia                  ,2012,24.8,88
Malvasia                  ,2013,25.6666666667,88
Malvasia                  ,2014,27.1666666667,86
Malvasia                  ,2015,24.6666666667,88
Malvasia Bianca           ,1999,28.0,89
Malvasia Bianca           ,2001,30.0,89
Malvasia Bianca           ,2006,20.0,86
Malvasia Bianca           ,2009,19.0,88
Malvasia Bianca           ,2010,17.5,88
Malvasia Bianca           ,2011,25.0,86
Malvasia Bianca           ,2012,20.0,88
Malvasia Bianca           ,2013,26.0,92
Malvasia Bianca           ,2015,28.0,90
Malvasia Bianca           ,2016,25.0,89
Malvasia di Candia        ,2012,22.5,87
Malvasia Fina             ,2005,20.0,89
Malvasia Fina             ,2009,27.0,87
Malvasia Istriana         ,1998,15.0,84
Malvasia Istriana         ,2004,,87
Malvasia Istriana         ,2006,22.0,85
Malvasia Istriana         ,2008,20.0,87
Malvasia Istriana         ,2010,23.0,87
Malvasia Istriana         ,2012,17.0,90
Malvasia Nera             ,2010,15.0,86
Malvasia Nera             ,2013,35.0,87
Malvasia Nera             ,2014,78.0,89
Malvasia-Viura            ,2011,31.0,89
Malvasia-Viura            ,2013,12.0,84
Malvasia-Viura            ,2014,10.0,82
Mandilaria                ,-1,25.0,87
Mandilaria                ,2013,25.0,90
Mansois                   ,2010,19.0,87
Mansois                   ,2012,,87
Mansois                   ,2014,16.0,87
Mansois                   ,2015,16.0,88
Mantonico                 ,2006,30.0,87
Mantonico                 ,2008,30.0,91
Mantonico                 ,2009,27.0,88
Mantonico                 ,2013,25.0,88
Mantonico                 ,2015,,85
Manzoni                   ,2006,37.0,87
Manzoni                   ,2008,17.0,87
Manzoni                   ,2009,15.0,86
Manzoni                   ,2011,29.0,88
Marawi                    ,2014,35.0,87
Marawi                    ,2015,35.0,88
Maria Gomes               ,2013,11.0,88
Maria Gomes-Bical         ,2016,25.0,86
Marquette                 ,2012,19.0,83
Marquette                 ,2013,17.0,86
Marsanne                  ,1998,12.0,87
Marsanne                  ,2000,15.0,81
Marsanne                  ,2006,41.25,86
Marsanne                  ,2007,39.75,87
Marsanne                  ,2008,35.5,88
Marsanne                  ,2009,37.7142857143,88
Marsanne                  ,2010,26.6,87
Marsanne                  ,2011,41.6666666667,88
Marsanne                  ,2012,36.5,84
Marsanne                  ,2013,27.4285714286,89
Marsanne                  ,2014,42.0,89
Marsanne                  ,2015,30.0,89
Marsanne                  ,2016,20.0,87
Marsanne-Roussanne        ,2007,34.0,85
Marsanne-Roussanne        ,2008,20.0,86
Marsanne-Roussanne        ,2009,28.5,87
Marsanne-Roussanne        ,2011,40.3333333333,86
Marsanne-Roussanne        ,2012,33.0,88
Marsanne-Roussanne        ,2013,28.25,89
Marsanne-Roussanne        ,2014,39.6666666667,89
Marsanne-Roussanne        ,2015,25.0,87
Marsanne-Viognier         ,2010,20.0,84
Marsanne-Viognier         ,2014,35.0,89
Marselan                  ,2013,56.0,89
Marselan                  ,2014,34.0,89
Marselan                  ,2016,12.0,87
Marzemino                 ,2005,13.0,86
Marzemino                 ,2008,14.0,85
Marzemino                 ,2012,130.0,88
Mataro                    ,2000,15.0,85
Mataro                    ,2004,25.0,87
Mataro                    ,2005,28.0,90
Mataro                    ,2007,135.0,88
Mataro                    ,2012,75.0,91
Mataro                    ,2013,47.6666666667,90
Mataro                    ,2015,28.0,90
Mataro                    ,2016,32.0,92
Maturana                  ,2005,45.0,88
Maturana                  ,2008,42.5,85
Maturana                  ,2009,90.0,87
Maturana                  ,2010,62.5,87
Mauzac                    ,-1,19.0,87
Mauzac                    ,2013,19.0,87
Mauzac                    ,2015,16.6666666667,88
Mavrodaphne               ,-1,12.5,86
Mavrodaphne               ,2004,30.0,88
Mavrokalavryta            ,2008,15.0,86
Mavrotragano              ,2008,50.0,90
Mavroudi                  ,2003,12.0,87
Mavrud                    ,2006,9.0,85
Mavrud                    ,2007,16.0,84
Mavrud                    ,2012,15.5,90
Mavrud                    ,2013,14.5,89
Mavrud                    ,2015,14.0,88
Mazuelo                   ,2007,95.0,88
Mazuelo                   ,2008,56.5,86
Mazuelo                   ,2010,105.0,91
Melnik                    ,2013,22.3333333333,88
Melon                     ,1995,32.0,93
Melon                     ,1997,30.0,92
Melon                     ,1999,30.0,88
Melon                     ,2001,35.0,93
Melon                     ,2002,21.0,91
Melon                     ,2003,20.0,90
Melon                     ,2005,40.6666666667,90
Melon                     ,2006,20.0,89
Melon                     ,2007,16.25,87
Melon                     ,2008,14.0,87
Melon                     ,2009,23.3636363636,87
Melon                     ,2010,22.0,89
Melon                     ,2011,16.0,88
Melon                     ,2012,17.5,89
Melon                     ,2013,16.4565217391,88
Melon                     ,2014,15.52,88
Melon                     ,2015,14.1538461538,87
Melon                     ,2016,14.5853658537,87
Mencía                   ,-1,10.0,83
Mencía                   ,2003,34.0,87
Mencía                   ,2004,20.0,80
Mencía                   ,2006,39.0,91
Mencía                   ,2007,25.9411764706,88
Mencía                   ,2008,40.4285714286,89
Mencía                   ,2009,34.375,89
Mencía                   ,2010,32.0869565217,88
Mencía                   ,2011,34.1666666667,90
Mencía                   ,2012,22.3225806452,88
Mencía                   ,2013,21.7307692308,87
Mencía                   ,2014,25.6,89
Mencía                   ,2015,24.375,89
Meritage                  ,-1,45.0,87
Meritage                  ,1997,55.0,91
Meritage                  ,1998,50.0,88
Meritage                  ,1999,34.0,86
Meritage                  ,2000,22.0,87
Meritage                  ,2001,18.0,86
Meritage                  ,2004,40.0,86
Meritage                  ,2005,39.2631578947,86
Meritage                  ,2006,36.0714285714,85
Meritage                  ,2007,39.64,87
Meritage                  ,2008,37.2222222222,86
Meritage                  ,2009,30.9545454545,86
Meritage                  ,2010,34.4117647059,87
Meritage                  ,2011,32.96,87
Meritage                  ,2012,38.2444444444,88
Meritage                  ,2013,32.1219512195,88
Meritage                  ,2014,37.4545454545,88
Meritage                  ,2015,26.5,87
Merlot                    ,-1,13.2941176471,84
Merlot                    ,1852,27.0,87
Merlot                    ,1996,16.0,87
Merlot                    ,1997,24.5294117647,87
Merlot                    ,1998,21.512195122,85
Merlot                    ,1999,22.8833333333,87
Merlot                    ,2000,21.6875,86
Merlot                    ,2001,12.9523809524,84
Merlot                    ,2002,26.3076923077,85
Merlot                    ,2003,51.5384615385,88
Merlot                    ,2004,36.1630434783,87
Merlot                    ,2005,36.8869047619,86
Merlot                    ,2006,29.184079602,86
Merlot                    ,2007,28.6192307692,87
Merlot                    ,2008,26.5825242718,86
Merlot                    ,2009,27.388,87
Merlot                    ,2010,29.9801136364,87
Merlot                    ,2011,30.9233576642,86
Merlot                    ,2012,33.5382436261,87
Merlot                    ,2013,32.3608562691,88
Merlot                    ,2014,27.8582677165,87
Merlot                    ,2015,16.9759036145,86
Merlot                    ,2016,11.0,84
Merlot-Argaman            ,2010,12.0,85
Merlot-Cabernet           ,2006,8.0,86
Merlot-Cabernet           ,2007,15.0,86
Merlot-Cabernet           ,2009,27.6666666667,89
Merlot-Cabernet           ,2010,13.0,87
Merlot-Cabernet           ,2011,41.5,89
Merlot-Cabernet           ,2014,20.0,89
Merlot-Cabernet Franc     ,2007,60.0,90
Merlot-Cabernet Franc     ,2009,40.75,90
Merlot-Cabernet Franc     ,2010,40.8,87
Merlot-Cabernet Franc     ,2011,45.0,89
Merlot-Cabernet Franc     ,2012,46.5,90
Merlot-Cabernet Franc     ,2013,40.0,89
Merlot-Cabernet Franc     ,2014,28.8,88
Merlot-Cabernet Franc     ,2016,23.0,86
Merlot-Cabernet Sauvignon ,1998,14.0,87
Merlot-Cabernet Sauvignon ,2001,10.0,84
Merlot-Cabernet Sauvignon ,2004,16.0,86
Merlot-Cabernet Sauvignon ,2005,17.0,87
Merlot-Cabernet Sauvignon ,2006,8.0,86
Merlot-Cabernet Sauvignon ,2007,17.0,86
Merlot-Cabernet Sauvignon ,2008,62.0,89
Merlot-Cabernet Sauvignon ,2010,53.6,89
Merlot-Cabernet Sauvignon ,2011,50.6666666667,86
Merlot-Cabernet Sauvignon ,2012,32.3333333333,88
Merlot-Cabernet Sauvignon ,2013,40.3333333333,85
Merlot-Cabernet Sauvignon ,2014,10.5,85
Merlot-Cabernet Sauvignon ,2015,14.0,88
Merlot-Cabernet Sauvignon ,2016,11.0,86
Merlot-Grenache           ,2009,10.0,89
Merlot-Malbec             ,2009,52.5,88
Merlot-Malbec             ,2010,12.0,87
Merlot-Malbec             ,2011,20.0,86
Merlot-Malbec             ,2012,20.0,87
Merlot-Malbec             ,2015,15.0,86
Merlot-Petite Verdot      ,2009,20.0,83
Merlot-Shiraz             ,2009,18.0,86
Merlot-Syrah              ,2012,24.0,88
Merlot-Syrah              ,2013,18.0,89
Merlot-Tannat             ,2009,25.0,93
Merlot-Tannat             ,2011,20.0,89
Merlot-Tannat             ,2015,10.0,86
Merseguera-Sauvignon Blanc,2015,9.0,85
Meseguera                 ,2013,35.0,91
Misket                    ,2014,19.0,85
Mission                   ,-1,145.0,93
Mission                   ,2013,14.0,85
Mission                   ,2014,16.0,90
Mission                   ,2015,18.0,88
Mission                   ,2016,18.0,89
Molinara                  ,-1,25.0,87
Monastrell                ,-1,15.5,86
Monastrell                ,1995,12.0,83
Monastrell                ,1999,88.0,97
Monastrell                ,2000,9.0,85
Monastrell                ,2003,65.0,91
Monastrell                ,2004,39.5,88
Monastrell                ,2006,21.0,87
Monastrell                ,2007,16.5,86
Monastrell                ,2008,15.5454545455,86
Monastrell                ,2009,14.0,86
Monastrell                ,2010,20.8888888889,87
Monastrell                ,2011,22.0588235294,87
Monastrell                ,2012,24.25,88
Monastrell                ,2013,15.75,86
Monastrell                ,2014,16.1666666667,86
Monastrell                ,2015,23.8571428571,87
Monastrell-Petit Verdot   ,2012,23.0,89
Monastrell-Petit Verdot   ,2016,16.0,87
Monastrell-Syrah          ,2009,13.0,84
Monastrell-Syrah          ,2010,26.3333333333,84
Monastrell-Syrah          ,2011,16.3333333333,86
Monastrell-Syrah          ,2012,13.0,86
Monastrell-Syrah          ,2013,25.4,88
Monastrell-Syrah          ,2014,17.3333333333,86
Monastrell-Syrah          ,2015,11.0,86
Mondeuse                  ,2007,48.0,90
Mondeuse                  ,2010,48.0,89
Mondeuse                  ,2011,25.0,86
Mondeuse                  ,2013,,87
Mondeuse                  ,2014,23.5,86
Mondeuse                  ,2015,20.0,87
Mondeuse                  ,2016,20.3333333333,87
Monica                    ,2010,14.0,85
Monica                    ,2011,16.0,88
Monica                    ,2014,20.0,88
Montepulciano             ,-1,20.0,84
Montepulciano             ,2000,73.0,90
Montepulciano             ,2001,84.5,90
Montepulciano             ,2003,46.2,87
Montepulciano             ,2004,34.875,87
Montepulciano             ,2005,27.5833333333,87
Montepulciano             ,2006,24.9333333333,87
Montepulciano             ,2007,27.1538461538,88
Montepulciano             ,2008,26.3684210526,86
Montepulciano             ,2009,26.0,86
Montepulciano             ,2010,25.1578947368,86
Montepulciano             ,2011,17.3181818182,86
Montepulciano             ,2012,25.6428571429,87
Montepulciano             ,2013,23.2727272727,87
Montepulciano             ,2014,23.75,85
Montepulciano             ,2015,14.3125,85
Morava                    ,2011,26.0,87
Morillon                  ,2011,63.0,93
Morillon                  ,2013,25.5,89
Morillon                  ,2014,23.5,88
Morillon                  ,2015,23.5,90
Morio Muskat              ,1999,18.0,84
Morio Muskat              ,2010,16.0,90
Moscadello                ,2003,30.0,88
Moscadello                ,2004,35.0,86
Moscadello                ,2006,,88
Moscadello                ,2007,,93
Moscadello                ,2008,55.0,92
Moscatel                  ,-1,28.1428571429,87
Moscatel                  ,1980,137.0,93
Moscatel                  ,1999,137.0,90
Moscatel                  ,2001,21.0,92
Moscatel                  ,2005,65.0,87
Moscatel                  ,2006,18.5,86
Moscatel                  ,2007,41.5,90
Moscatel                  ,2008,35.0,89
Moscatel                  ,2009,26.6666666667,86
Moscatel                  ,2010,39.125,89
Moscatel                  ,2011,28.2,87
Moscatel                  ,2012,27.75,88
Moscatel                  ,2013,35.0,93
Moscatel                  ,2014,16.6666666667,86
Moscatel                  ,2015,22.7142857143,87
Moscatel                  ,2016,18.6666666667,88
Moscatel de Alejandría   ,2013,27.0,88
Moscatel de Alejandría   ,2014,15.0,83
Moscatel de Alejandría   ,2015,14.0,85
Moscatel Graúdo          ,2012,13.0,88
Moscatel Graúdo          ,2013,13.0,87
Moscatel Roxo             ,2002,25.0,91
Moscatel Roxo             ,2006,25.0,92
Moscatel Roxo             ,2009,,94
Moscatel Roxo             ,2011,,86
Moscatel Roxo             ,2013,19.0,86
Moscatel Roxo             ,2015,19.0,88
Moscato                   ,-1,11.7678571429,84
Moscato                   ,1870,13.0,87
Moscato                   ,1999,11.0,90
Moscato                   ,2001,15.0,89
Moscato                   ,2003,,92
Moscato                   ,2004,27.0,86
Moscato                   ,2005,56.1666666667,88
Moscato                   ,2006,33.8,89
Moscato                   ,2007,22.7777777778,87
Moscato                   ,2008,21.6666666667,87
Moscato                   ,2009,22.0666666667,87
Moscato                   ,2010,17.9333333333,86
Moscato                   ,2011,15.7462686567,85
Moscato                   ,2012,13.3125,85
Moscato                   ,2013,15.88,87
Moscato                   ,2014,15.375,85
Moscato                   ,2015,16.1904761905,87
Moscato                   ,2016,11.0,85
